epoch,loss,train_acc,train_f1,train_fpr,train_fnr,val_acc,val_f1,val_fpr,val_fnr,status
1,0.2559,97.26739926739927,97.2749853886616,3.010989010989011,2.4542124542124544,93.34615384615384,93.40449866565001,7.538461538461538,5.769230769230769,✓ best
2,0.0974,98.78846153846153,98.78482268330991,0.9120879120879121,1.510989010989011,93.79914529914531,93.79145094347696,6.076923076923077,6.3247863247863245,✓ best
3,0.0464,99.40384615384616,99.40285638283235,0.43040293040293043,0.7619047619047619,93.53846153846153,93.54563305728676,6.572649572649572,6.35042735042735,patience 1/5
4,0.0266,99.61904761904762,99.61913830040466,0.4047619047619047,0.35714285714285715,93.79914529914531,93.83994905540224,6.863247863247864,5.538461538461538,patience 2/5
5,0.0196,99.71062271062272,99.7105113688415,0.2509157509157509,0.32783882783882784,93.72222222222221,93.76035339591387,6.888888888888889,5.666666666666666,patience 3/5
6,0.0148,99.75915750915752,99.7593051882087,0.30219780219780223,0.1794871794871795,93.30341880341881,93.42397918502665,8.52991452991453,4.863247863247863,patience 4/5
7,0.0134,99.8076923076923,99.80787176812868,0.2857142857142857,0.0989010989010989,93.52991452991452,93.6482631313979,8.333333333333332,4.606837606837607,patience 5/5
